category,sub_category,category_code,category_description,material_code,material_description
MWO,SOLO,50000066,MAGICOOK PRO 20SE BLK,50070,MAGICOOK PRO 20SE BLACK
AC,SPLIT,43000128,1.5T 3DCOOL ELITE WIFI PR,43139,1.5T 3DCOOL ELITE WIFI PRO 3S COPR INV-O
AC,SPLIT,43000020,1 T 3D COOL CC PLT V-CUFT,43117,1.5T 3DCOOL PURAFRESH INV 3S COPR-ODU-CU
AC,SPLIT,43000020,1 T 3D COOL CC PLT V-CUFT,43116,1.5T 3DCOOL WiFi INVTR 3S COPR-W-ODU-CUF
AC,SPLIT,43000020,1 T 3D COOL CC PLT V-CUFT,43115,2.0T MAGICOOL INVTR 3S COPR-W-ODU-CUFT
AC,SPLIT,43000020,1 T 3D COOL CC PLT V-CUFT,43114,1.5T MAGICOOL INVTR 3S COPR-W-ODU-CUFT
AC,SPLIT,43000020,1 T 3D COOL CC PLT V-CUFT,43113,1.0T MAGICOOL INVTR 3S COPR-W-ODU-CUFT
AC,SPLIT,43000106,1.5T 3DCOL XTREME HD 4S-W,43112,1.5T 3DCOOL XTREME HD 4S-W-ODU('18)
AC,SPLIT,43000105,1.0T 3DCOL XTREME HD 4S-W,43111,1.0T 3DCOOL XTREME HD 4S-W-ODU('18)
AC,SPLIT,43000101,1.5T MGCL DLX 3S COPR-WHT,43107,1.5T MGCL DLX 3S COPR-W-ODU(18)
AC,SPLIT,43000100,1.5T MGCL PRM 3S COPR-WHT,43106,1.5T MGCL PRM 3S -W-ODU('18)
AC,SPLIT,43000099,1.0T MGCL DLX 3S COPR-W-O,43105,1.0T MGCL DLX 3S COPR-W-ODU('18)
AC,SPLIT,43000085,2.0T MGCL INVTR 3S COPR-W,43091,2.0T MAGICOOL INVERTER 3S COPR-W-ODU
AC,SPLIT,43000081,1.5T MGCL ROYAL 3S COPR-I,43087,1.5T MGCL ROYAL 3S COPR-INSTI (ODU)
AC,SPLIT,43000080,1.5T MGCL ROYAL 3S COPR-(,43086,1.5T MGCL ROYAL 3S COPR-(ODU)
AC,SPLIT,43000079,1.5T 3DCOOL HD COPR 5S-(O,43085,1.5T 3DCOOL HD COPR 5S-(ODU)
AC,SPLIT,43000078,1.0T 3DC HD COPR 5S-(ODU),43084,1.0T 3DC HD COPR 5S-(ODU)
AC,SPLIT,43000077,1.0T MGC DLX 5S-(ODU),43083,1.0T MGC DLX 5S-(ODU)
AC,SPLIT,43000076,1.5T MGCL ROYAL 5S-(ODU),43082,1.5T MGCL ROYAL 5S-(ODU)
AC,SPLIT,43000075,1.5T MGCL PRM(N) 3S-(ODU),43081,1.5T MGCL PRM COPR (N) 3S - (ODU)
AC,SPLIT,43000074,1.5T MGCL ROYAL 3S-ODU   ,43080,1.5T MGCL ROYAL 3S-ODU
AC,SPLIT,43000073,1.5T MGCL PRM (N)2S-ODU,43079,1.5T MGCL PRM COPR (N) 2S - (ODU)
AC,SPLIT,43000071,1.5T 3D COOL INVTER 4S -,43077,1.5T 3D COOL INVERTER 4S - WHT-ODU
AC,SPLIT,43000070,1T 3D COOL INVTER 5S - WH,43076,1T 3D COOL INVERTER 5S - WHT-ODU
AC,SPLIT,43000069,1T 3D COOL INVTER 4S - WH,43075,1T 3D COOL INVERTER 4S - WHT-ODU
AC,SPLIT,43000022,1.5T3D COOL DLS III-CUFT,43074,1.5 T MAGICOOL 5S EFT - ODU
AC,SPLIT,43000021,1.5T3D COOL CC PLT V-CUFT,43073,1.5T FANTASIA INVERTER-ODU CUFT
AC,SPLIT,43000068,1.5T EZ FAN INVTR-ODU,43072,1.5T EZ FANTASIA INVERTER-ODU
AC,SPLIT,43000067,1.0T EZ FAN INVTR-ODU,43071,1.0T EZ FANTASIA INVERTER-ODU
AC,SPLIT,43000065,1.5T MGCL PRM COPR 2S -OD,43069,1.5T MAGICOOL PRM COPR 2S -ODU
AC,SPLIT,43000063,1T MGCL PRM COPR 2S -ODU,43067,1T MAGICOOL PRM COPR 2S -ODU
AC,SPLIT,43000062,1.5T MGCL DLX COPR 3S -OD,43066,1.5T MAGICOOL COPR 3S -ODU
AC,SPLIT,43000060,1T MGCL DLX COPR 3S -ODU,43064,1T MAGICOOL COPR 3S -ODU
AC,SPLIT,43000059,1.5T3DCOL HD COPR3S - ODU,43063,1.5T 3DCOOL HD COPR 3S - ODU
AC,SPLIT,43000057,2.0T 3DCOOL HD 3S - ODU,43061,2.0T 3DCOOL HD 3S - ODU
AC,SPLIT,43000056,1.5T 3DCOOL HD 5S - ODU,43060,1.5T 3DCOOL HD 5S - ODU
AC,SPLIT,43000055,1.5T 3DCOOL HD 3S - ODU,43059,1.5T 3DCOOL HD 3S - ODU
AC,SPLIT,43000054,1.2T 3DCOOL HD 5S - ODU,43058,1.2T 3DCOOL HD 5S - ODU
AC,SPLIT,43000053,1T 3DCOOL HD 5S - ODU,43057,1T 3DCOOL HD 5S - ODU
AC,SPLIT,43000051,1.5T 3DCOL XTRM HD 5S -OD,43055,1.5T 3DCOOL XTREME HD 5S  -ODU
AC,SPLIT,43000050,1.5T 3DCOL XTRM HD 3S -OD,43054,1.5T 3DCOOL XTREME HD 3S -ODU
AC,SPLIT,43000049,1T 3DCOL XTRM HD 5S -ODU,43053,1T 3DCOOL XTREME HD 5S -ODU
AC,SPLIT,43000047,1.5T MAGICOOL DLX PLUS II,43051,1.5T MAGICOOL DLX PLUS III WHITE-ODU
AC,SPLIT,43000021,1.5T3D COOL CC PLT V-CUFT,43050,1.5T Hot & Cold CUFT - ODU
AC,SPLIT,43000021,1.5T3D COOL CC PLT V-CUFT,43048,1.5 Ton Fantasia Inv White (New)-ODU-CUF
AC,SPLIT,43000022,1.5T3D COOL DLS III-CUFT,43047,1.5T MAGICOOL CLS  II WHITE  -ODU-CUFT
AC,SPLIT,43000046,1.5 T MASTERMIND DLX III,43046,1.5 T MASTERMIND DLX III -ODU
AC,SPLIT,43000045,1.2 T 3D COOL PLT V - ODU,43045,1.2 T 3D COOL PLT V - ODU
AC,SPLIT,43000044,1 T 3D COOL DLX PLUS III,43044,1 T 3D COOL DLX PLUS III -ODU
AC,SPLIT,43000042,2.0 T  3D COOL DLX III,43042,2.0 T  3D COOL DLX III   -ODU
AC,SPLIT,43000041,1.5T MAGICOOL DLX  III  -,43041,1.5T MAGICOOL DLX  III  -ODU
AC,SPLIT,43000040,1.5T MAGICOOL CLS  II  -O,43040,1.5T MAGICOOL CLS  II  -ODU
AC,SPLIT,43000039,1.5 T INVERTRON WHITE  -O,43039,1.5 Ton Fantasia Inv White (New)-ODU
AC,SPLIT,43000038,1.5 T 3D COOL XTREME PLT,43038,1.5 T 3D COOL XTREME PLT V - ODU
AC,SPLIT,43000037,1.5 T 3D COOL DLX III  -O,43037,1.5 T 3D COOL DLX III  -ODU
AC,SPLIT,43000036,1.5 T  3D COOL PLT V  -OD,43036,1.5 T  3D COOL PLT V  -ODU
AC,SPLIT,43000035,1.5 T  3D COOL DLX PLUS I,43035,1.5 T  3D COOL DLX PLUS III -ODU
AC,SPLIT,43000034,1.2 T 3D COOL XTREME PLT,43034,1.2 T 3D COOL XTREME PLT V - ODU
AC,SPLIT,43000033,1 T MAGICOOL DLX  III  -O,43033,1 T MAGICOOL DLX  III  -ODU
AC,SPLIT,43000032,1 T MAGICOOL CLS  II  -OD,43032,1 T MAGICOOL CLS  II  -ODU
AC,SPLIT,43000031,1 T INVERTRON WHITE  -ODU,43031,1.0 Ton Fantasia Inv White (New)-ODU
AC,SPLIT,43000030,1 T 3D COOL XTREME PLT V,43030,1 T 3D COOL XTREME PLT V - ODU
AC,SPLIT,43000029,1 T 3D COOL PLT V  -ODU,43029,1 T 3D COOL PLT V  -ODU
AC,SPLIT,43000028,1 T 3D COOL DLX III  -ODU,43028,1 T 3D COOL DLX III  -ODU
AC,SPLIT,43000027,2.0T 3D COOL III WHITE-OD,43027,2.0 T 3D COOL III WHITE-ODU 
AC,SPLIT,43000026,2.0T OLD SPLIT - ODU,43026,2.0T Old Split - ODU
AC,SPLIT,43000025,1.5T OLD SPLIT - ODU,43025,1.5T Old Split - ODU
AC,SPLIT,43000024,1.2T OLD SPLIT - ODU,43024,1.2T Old Split - ODU
AC,SPLIT,43000023,1.0T OLD SPLIT - ODU,43023,1.0T Old Split - ODU
AC,SPLIT,43000022,1.5T3D COOL DLS III-CUFT,43022,1.5 T 3D Cool Deluxe III White- ODU-CUFT
AC,SPLIT,43000021,1.5T3D COOL CC PLT V-CUFT,43021,1.5 T3D Cool CC Platinum V Whit-ODU-CUFT
AC,SPLIT,43000020,1 T 3D COOL CC PLT V-CUFT,43020,1 T 3D Cool CC Platinum V White- ODU-CUF
AC,SPLIT,43000019,1.5T3DC DLX PLUS III-IDU,43019,1.5 T Magicool II -ODU
AC,SPLIT,42000175,1.5T 3DCOOL ELITE WIFI PR,42199,1.5T 3DCOOL ELITE WIFI PRO 3S COPR INV-I
AC,SPLIT,42000047,1.5 T3D COOL DEL III-CUFT,42176,1.5T 3DCOOL PURAFRESH INV 3S COPR-I-CUFT
AC,SPLIT,42000047,1.5 T3D COOL DEL III-CUFT,42175,1.5T 3DCOOL WiFi INVTR 3S COPR-W-I-CUFT
AC,SPLIT,42000047,1.5 T3D COOL DEL III-CUFT,42174,2.0T MAGICOOL INVTR 3S COPR-W-I-CUFT
AC,SPLIT,42000047,1.5 T3D COOL DEL III-CUFT,42173,1.5T MAGICOOL INVTR 3S COPR-W-I-CUFT
AC,SPLIT,42000047,1.5 T3D COOL DEL III-CUFT,42172,1.0T MAGICOOL INVTR 3S COPR-W-I-CUFT
AC,SPLIT,42000152,1.5T 3DCOL XTREME HD 4S-W,42171,1.5T 3DCOOL XTREME HD 4S-W-I('18)
AC,SPLIT,42000151,1.0T 3DCOL XTREME HD 4S-W,42170,1.0T 3DCOOL XTREME HD 4S-W-I('18)
AC,SPLIT,42000147,1.5T MGCL DLX 3S COPR-WHT,42166,1.5T MGCL DLX 3S COPR-W I(18)
AC,SPLIT,42000146,1.5T MGCL PRM 3S COPR-WHT,42165,1.5T MGCL PRM 3S -W-I('18)
AC,SPLIT,42000145,1.0T MGCL DLX 3S COPR-W-I,42164,1.0T MGCL DLX 3S COPR-W-I('18)
AC,SPLIT,42000131,2.0T MGCL INVTR 3S COPR-W,42150,2.0T MAGICOOL INVERTER 3S COPR-W-I
AC,SPLIT,42000127,1.5T MGCL ROYAL 3S COPR W,42146,1.5T MGCL ROYAL 3S COPR WHT S INSTI (I)
AC,SPLIT,42000122,1.5T MGCL ROY 3S COPR WHT,42143,1.5T MGCL ROYAL 3S COPR SLV (I)
AC,SPLIT,42000123,1.5T MGCL ROY 3S COPR WHT,42142,1.5T MGCL ROYAL 3S COPR WHT B (I)
AC,SPLIT,42000122,1.5T MGCL ROY 3S COPR WHT,42141,1.5T MGCL ROYAL 3S COPR WHT S (I)
AC,SPLIT,42000121,1.5T 3DCOOL HD COPR 5S SN,42140,1.5T 3DCOOL HD COPR 5S SNOW W (I)
AC,SPLIT,42000120,1T 3DC HD COPR 5S - SNOW,42139,1T 3DC HD COPR 5S - SNOW W (I)
AC,SPLIT,42000119,1.0T MGC DLX 5S - WH (I),42138,1.0T MGC DLX 5S - WH (I)
AC,SPLIT,42000118,1.5T MGCL ROY 5S SLV (I),42137,1.5T MGCL ROYAL 5S SLV (I)
AC,SPLIT,42000117,1.5T MGCL ROY 5S WHT B (I,42136,1.5T MGCL ROYAL 5S WHT B (I)
AC,SPLIT,42000116,1.5T MGCL PRM(N) 3S – WHT,42135,1.5T MGCL PRM COPR(N) 3S – WHITE G (I)
AC,SPLIT,42000115,1.5T MGCL ROY 3S WHT  S (,42134,1.5T MGCL ROYAL 3S WHITE  S (I)
AC,SPLIT,42000114,1.5T MGCL PRM (N)2S  - WH,42133,1.5T MGCL PRM COPR (N)2S  - WHITE  S(I)
AC,SPLIT,42000112,1.5T 3D COOL INVTER 4S -,42131,1.5T 3D COOL INVERTER 4S - WHT-I
AC,SPLIT,42000111,1T 3D COOL INVTER 5S - WH,42130,1T 3D COOL INVERTER 5S - WHT-I
AC,SPLIT,42000110,1T 3D COOL INVTER 4S - WH,42129,1T 3D COOL INVERTER 4S - WHT-I
AC,SPLIT,42000046,1.5 3D COOL CC PLT-V-CUFT,42128,1.5 T MAGICOOL 5S EFT - IDU
AC,SPLIT,42000046,1.5 3D COOL CC PLT-V-CUFT,42127,1.5T FANTASIA INVERTER-IDU CUFT
AC,SPLIT,42000109,1.5T EZ FAN INVTR-IDU,42126,1.5T EZ FANTASIA INVERTER-I
AC,SPLIT,42000108,1.0T EZ FAN INVTR-IDU,42125,1.0T EZ FANTASIA INVERTER-I
AC,SPLIT,42000098,1T 3DC HD COPR 3S -SNOW W,42124,1T 3DCOOL HD COPR 3S -WINE SILVER-I
AC,SPLIT,42000107,1.5T MGCL PRM COPR 3S -WH,42123,1.5T MAGICOOL PRM COPR  3S -WHITE-S-I
AC,SPLIT,42000106,1.5T MGCL PRM COPR 2S -WH,42122,1.5T MAGICOOL PRM COPR 2S -WHITE-S-I
AC,SPLIT,42000105,1T MGCL PRM COPR 3S -WHT-,42121,1T MAGICOOL PRM COPR  3S -WHITE-S-I
AC,SPLIT,42000104,1T MGCL PRM COPR 2S -WHT-,42120,1T MAGICOOL PRM COPR 2S -WHITE-S-I
AC,SPLIT,42000103,1.5T MGCL DLX COPR 3S -WH,42119,1.5T MAGICOOL DLX COPR 3S -WHITE GOLD-I
AC,SPLIT,42000102,1.5T MGCL DLX COPR 3S -WH,42117,1.5T MAGICOOL DLX COPR 3S -SILVER-I
AC,SPLIT,42000102,1.5T MGCL DLX COPR 3S -WH,42116,1.5T MAGICOOL DLX COPR 3S -WHITE-I
AC,SPLIT,42000100,1T MGCL DLX COPR 3S -WHT,42113,1T MAGICOOL DLX COPR 3S -SILVER-I
AC,SPLIT,42000100,1T MGCL DLX COPR 3S -WHT,42112,1T MAGICOOL DLX COPR 3S -WHITE GOLD-I
AC,SPLIT,42000099,1.5T 3DC HD COPR 3S -SNOW,42111,1.5T 3DCOOL HD COPR 3S -SNOW WHITE -I
AC,SPLIT,42000097,2.0T 3DC HD 3S -SNOW WHT,42109,2.0T 3DCOOL HD 3S -SNOW WHITE -I
AC,SPLIT,42000096,1.5T  3DC HD 5S -SNOW WHT,42108,1.5T  3DCOOL HD 5S -WINE SILVER-I
AC,SPLIT,42000096,1.5T  3DC HD 5S -SNOW WHT,42107,1.5T  3DCOOL HD 5S -SNOW WHITE -I
AC,SPLIT,42000095,1.5T 3DC HD 3S -SNOW WHT,42106,1.5T 3DCOOL HD 3S -WINE SILVER-I
AC,SPLIT,42000095,1.5T 3DC HD 3S -SNOW WHT,42105,1.5T 3DCOOL HD 3S -SNOW WHITE -I
AC,SPLIT,42000094,1.2T 3DC HD 5S -SNOW WHT,42103,1.2T 3DCOOL HD 5S -SNOW WHITE -I
AC,SPLIT,42000093,1T 3DC HD 5S -SNOW WHT -I,42102,1T 3DCOOL HD 5S -WINE SILVER-I
AC,SPLIT,42000093,1T 3DC HD 5S -SNOW WHT -I,42101,1T 3DCOOL HD 5S -SNOW WHITE -I
AC,SPLIT,42000091,1.5T 3DC XTRM HD 5S  -WHT,42098,1.5T 3DCOOL XTREME HD 5S -WINE SILVER-I
AC,SPLIT,42000091,1.5T 3DC XTRM HD 5S  -WHT,42097,1.5T 3DCOOL XTREME HD 5S  -WHITE GOLD-I
AC,SPLIT,42000090,1.5T 3DC XTRM HD 3S -WHT,42096,1.5T 3DCOOL XTREME HD 3S -WINE SILVER-I
AC,SPLIT,42000090,1.5T 3DC XTRM HD 3S -WHT,42095,1.5T 3DCOOL XTREME HD 3S -WHITE GOLD-I
AC,SPLIT,42000089,1T 3DC XTRM HD 5S -WHT GO,42094,1T 3DCOOL XTREME HD 5S -WINE SILVER-I
AC,SPLIT,42000089,1T 3DC XTRM HD 5S -WHT GO,42093,1T 3DCOOL XTREME HD 5S -WHITE GOLD-I
AC,SPLIT,42000087,1.5T 3D COOL DLX PLUS III,42091,1.5T 3D COOL DLX PLUS III SILVER-IDU
AC,SPLIT,42000086,1.5T MAGICOOL DLX PLUS II,42090,1.5T MAGICOOL DLX PLUS III WHITE-IDU
AC,SPLIT,42000046,1.5 3D COOL CC PLT-V-CUFT,42089,1.5T Hot & Cold CUFT - IDU
AC,SPLIT,42000046,1.5 3D COOL CC PLT-V-CUFT,42087,1.5 Ton Fantasia Inv White (New)-IDU-CUF
AC,SPLIT,42000046,1.5 3D COOL CC PLT-V-CUFT,42086,1.5T MAGICOOL CLS  II WHITE  -IDU-CUFT
AC,SPLIT,42000085,1.5 T MASTERMIND DLX III,42085,1.5 T MASTERMIND DLX III WHITE -IDU
AC,SPLIT,42000084,1.2 T 3D COOL PLT V SILVE,42084,1.2 T 3D COOL PLT V SILVER -IDU
AC,SPLIT,42000083,1.2 T 3D COOL PLT V WHITE,42083,1.2 T 3D COOL PLT V WHITE -IDU
AC,SPLIT,42000082,1 T 3D COOL DLX PLUS III,42082,1 T 3D COOL DLX PLUS III WHITE -IDU
AC,SPLIT,42000080,1.5 T INVERTRON WHITE - I,42080,1.5 Ton Fantasia Inv White (New)-IDU
AC,SPLIT,42000079,1 T INVERTRON WHITE - IDU,42079,1.0 Ton Fantasia Inv White (New)-IDU
AC,SPLIT,42000078,1.5 T 3D COOL XTREME PLT,42078,1.5 T 3D COOL XTREME PLT V SILVER - IDU
AC,SPLIT,42000077,1.5 T 3D COOL XTREME PLT,42077,1.5 T 3D COOL XTREME PLT V WHITE - IDU
AC,SPLIT,42000076,1.2 T 3D COOL XTREME PLT,42076,1.2 T 3D COOL XTREME PLT V SILVER - IDU
AC,SPLIT,42000075,1.2 T 3D COOL XTREME PLT,42075,1.2 T 3D COOL XTREME PLT V WHITE - IDU
AC,SPLIT,42000074,1 T 3D COOL XTREME PLT V,42074,1 T 3D COOL XTREME PLT V SILVER - IDU
AC,SPLIT,42000073,1 T 3D COOL XTREME PLT V,42073,1 T 3D COOL XTREME PLT V WHITE - IDU
AC,SPLIT,42000072,1.5 T 3D COOL PLT V SILVE,42072,1.5 T 3D COOL PLT V SILVER -IDU
AC,SPLIT,42000071,1.5 T 3D COOL PLT V WHITE,42071,1.5 T 3D COOL PLT V WHITE -IDU
AC,SPLIT,42000070,2.0 T 3D COOL DLX III WHI,42070,2.0 T 3D COOL DLX III WHITE -IDU
AC,SPLIT,42000069,1.5 T 3D COOL DLX PLUS II,42069,1.5 T 3D COOL DLX PLUS III WHITE - IDU
AC,SPLIT,42000068,1.5 T 3D COOL DLX III WIN,42068,1.5 T 3D COOL DLX III WINE -IDU
AC,SPLIT,42000067,1.5 T 3D COOL DLX III SIL,42067,1.5 T 3D COOL DLX III SILVER -IDU
AC,SPLIT,42000066,1.5 T 3D COOL DLX III WHI,42066,1.5 T 3D COOL DLX III WHITE -IDU
AC,SPLIT,42000065,1.5T MAGICOOL DLX  III WI,42065,1.5T MAGICOOL DLX  III WINE -IDU
AC,SPLIT,42000064,1.5T MAGICOOL DLX III SIL,42064,1.5T MAGICOOL DLX III SILVER  -IDU
AC,SPLIT,42000063,1.5T MAGICOOL DLX  III WH,42063,1.5T MAGICOOL DLX  III WHITE  -IDU
AC,SPLIT,42000062,1.5T MAGICOOL CLS  II WIN,42062,1.5T MAGICOOL CLS  II WINE  -IDU
AC,SPLIT,42000060,1.5T MAGICOOL CLS  II WHI,42061,1.5T MAGICOOL CLS II SILVER  -IDU
AC,SPLIT,42000060,1.5T MAGICOOL CLS  II WHI,42060,1.5T MAGICOOL CLS  II WHITE  -IDU
AC,SPLIT,42000059,1 T 3D COOL PLT V SILVER,42059,1 T 3D COOL PLT V SILVER -IDU
AC,SPLIT,42000058,1 T 3D COOL PLT V WHITE -,42058,1 T 3D COOL PLT V WHITE -IDU
AC,SPLIT,42000057,1 T 3D COOL DLX III WINE,42057,1 T 3D COOL DLX III WINE -IDU
AC,SPLIT,42000056,1 T 3D COOL DLX III SILVE,42056,1 T 3D COOL DLX III SILVER -IDU
AC,SPLIT,42000055,1 T 3D COOL DLX III WHITE,42055,1 T 3D COOL DLX III WHITE -IDU
AC,SPLIT,42000054,1 T MAGICOOL DLX  III WIN,42054,1 T MAGICOOL DLX  III WINE  -IDU
AC,SPLIT,42000050,1 T MAGICOOL CLS II SILVE,42053,1 T MAGICOOL DLX III SILVER  -IDU
AC,SPLIT,42000052,1 T MAGICOOL DLX  III WHI,42052,1 T MAGICOOL DLX  III WHITE  -IDU
AC,SPLIT,42000051,1 T MAGICOOL CLS  II WINE,42051,1 T MAGICOOL CLS  II WINE  -IDU
AC,SPLIT,42000050,1 T MAGICOOL CLS II SILVE,42050,1 T MAGICOOL CLS II SILVER -IDU
AC,SPLIT,42000049,1 T MAGICOOL CLS  II WHIT,42049,1 T MAGICOOL CLS  II WHITE - IDU
AC,SPLIT,42000048,2.0 T3D COOL III WHITE-ID,42048,2.0 T 3D COOL  III WHITE-IDU
AC,SPLIT,42000047,1.5 T3D COOL DEL III-CUFT,42047,1.5 T 3D Cool Deluxe III White- IDU-CUFT
AC,SPLIT,42000046,1.5 3D COOL CC PLT-V-CUFT,42046,1.5 T3D Cool CC Platinum V Whit-IDU-CUFT
AC,SPLIT,42000045,1 T 3D COOL CC PLT V-CUFT,42045,1 T 3D Cool CC Platinum V White- IDU-CUF
AC,SPLIT,42000044,2.0T OLD SPLIT - IDU,42044,2.0T Old Split - IDU
AC,SPLIT,42000043,1.5T OLD SPLIT - IDU,42043,1.5T Old Split - IDU
AC,SPLIT,42000042,1.2T OLD SPLIT - IDU,42042,1.2T Old Split - IDU
AC,SPLIT,42000041,1.0T OLD SPLIT - IDU,42041,1.0T Old Split - IDU
AC,SPLIT,42000040,1.5 T MAGICOOL II WINE -I,42040,1.5 T MAGICOOL II WINE -IDU
AC,SPLIT,42000039,1.5 T MAGICOOL II SLV-IDU,42039,1.5 T MAGICOOL II SILVER -IDU
AC,SPLIT,42000038,1.5 T MAGICOOL II WHT-IDU,42038,1.5 T MAGICOOL II WHITE -IDU
AC,SPLIT,41000184,1.5T 3DCOOL ELITE WIFI PR,41222,1.5T 3DCOOL ELITE WIFI PRO 3S COPR INV
AC,SPLIT,41000043,1.5 T3D COOL V WHITE -CUF,41194,1.5T 3DCOOL PURAFRESH INV 3S COPR-CUFT
AC,SPLIT,41000043,1.5 T3D COOL V WHITE -CUF,41193,1.5T 3DCOOL WiFi INVERTER 3S COPR-W-CUFT
AC,SPLIT,41000043,1.5 T3D COOL V WHITE -CUF,41192,2.0T MAGICOOL INVERTER 3S COPR-W-CUFT
AC,SPLIT,41000043,1.5 T3D COOL V WHITE -CUF,41191,1.5T MAGICOOL INVERTER 3S COPR-W-CUFT
AC,SPLIT,41000043,1.5 T3D COOL V WHITE -CUF,41190,1.0T MAGICOOL INVERTER 3S COPR-W-CUFT
AC,SPLIT,41000162,1.5T 3DCOOL XTREME HD 4S-,41189,1.5T 3DCOOL XTREME HD 4S-W('18)
AC,SPLIT,41000161,1.0T 3DCOOL XTREME HD 4S-,41188,1.0T 3DCOOL XTREME HD 4S-W('18)
AC,SPLIT,41000157,1.5T MGCL DLX 3S COPR-WHT,41184,1.5T MGCL DLX 3S COPR-W(18)
AC,SPLIT,41000156,1.5T MGCL PRM 3S -WHT S(',41183,1.5T MGCL PRM 3S -WHT S('18)
AC,SPLIT,41000155,1.0T MGCL DLX 3S COPR-W(',41182,1.0T MGCL DLX 3S COPR-W('18)
AC,SPLIT,41000141,2.0T MGCL INVTR 3S COPR-W,41168,2.0T MAGICOOL INVERTER 3S COPR-W
AC,SPLIT,41000137,1.5T MGCL ROYAL 3S COPR W,41164,1.5T MGCL ROYAL 3S COPR WHT S INSTI
AC,SPLIT,41000136,1.5T MGCL ROYAL 3S COPR S,41163,1.5T MGCL ROYAL 3S COPR SLV
AC,SPLIT,41000135,1.5T MGCL ROYAL 3S COPR W,41162,1.5T MGCL ROYAL 3S COPR WHT B
AC,SPLIT,41000134,1.5T MGCL ROYAL 3S COPR W,41161,1.5T MGCL ROYAL 3S COPR WHT S
AC,SPLIT,41000133,1.5T 3DCOOL HD COPR 5S SN,41160,1.5T 3DCOOL HD COPR 5S SNOW W
AC,SPLIT,41000132,1T 3DC HD COPR 5S - SNOW,41159,1T 3DC HD COPR 5S - SNOW W
AC,SPLIT,41000131,1.0T MGC DLX 5S - WH (I),41158,1.0T MGC DLX 5S - WH
AC,SPLIT,41000130,1.5T MGCL ROYAL 5S SLV (I,41157,1.5T MGCL  ROYAL 5S SLV
AC,SPLIT,41000129,1.5T MGCL ROYAL 5S WHT B,41156,1.5T MGCL ROYAL 5S WHT B
AC,SPLIT,41000128,1.5T MGCL PRM(N) 3S – WHI,41155,1.5T MGCL PRM COPR (N) 3S - WHITE G
AC,SPLIT,41000127,1.5T MGCL ROYAL 3S WHITE ,41154,1.5T MGCL ROYAL 3S WHITE S
AC,SPLIT,41000126,1.5T MGCL PRM (N)2S  - WH,41153,1.5T MGCL PRM COPR (N) 2S - WHITE S
AC,SPLIT,41000124,1.5T 3D COOL INVTER 4S -,41151,1.5T 3D COOL INVERTER 4S - WHT
AC,SPLIT,41000123,1T 3D COOL INVTER 5S - WH,41150,1T 3D COOL INVERTER 5S - WHT
AC,SPLIT,41000122,1T 3D COOL INVTER 4S - WH,41149,1T 3D COOL INVERTER 4S - WHT
AC,SPLIT,41000043,1.5 T3D COOL V WHITE -CUF,41142,1.5 T MAGICOOL 5S EFT
AC,SPLIT,41000043,1.5 T3D COOL V WHITE -CUF,41141,1.5T FANTASIA INVERTER-CUFT
AC,SPLIT,41000121,1.5T EZ FANTASIA INVERTER,41134,1.5T EZ FANTASIA INVERTER
AC,SPLIT,41000120,1.0T EZ FANTASIA INVERTER,41133,1.0T EZ FANTASIA INVERTER
AC,SPLIT,41000119,1T3DCOL HDCOPR 3S-WIN-SLV,41124,1T 3DCOOL HD COPR 3S -WINE SILVER
AC,SPLIT,41000118,1.5T MGC PRM COPR  3S -WH,41123,1.5T MAGICOOL PRM COPR  3S -WHITE-S
AC,SPLIT,41000117,1.5T MGC PRM COPR 2S -WHT,41122,1.5T MAGICOOL PRM COPR 2S -WHITE-S
AC,SPLIT,41000116,1T MGC PRM COPR 3S -WHT,41121,1T MAGICOOL PRM COPR  3S -WHITE-S
AC,SPLIT,41000115,1T MGC PRM COPR 2S -WHT,41120,1T MAGICOOL PRM COPR 2S -WHITE-S
AC,SPLIT,41000114,1.5T MGC DLX COPR3S-WHT G,41119,1.5T MAGICOOL DLX COPR 3S -WHITE GOLD
AC,SPLIT,41000112,1.5T MGC DLX COPR 3S -SLV,41117,1.5T MAGICOOL DLX COPR 3S -SILVER
AC,SPLIT,41000111,1.5T MGC DLX COPR 3S -WHT,41116,1.5T MAGICOOL DLX COPR 3S -WHITE
AC,SPLIT,41000108,1T MGC DLX COPR 3S -SLV,41113,1T MAGICOOL DLX COPR 3S -SILVER
AC,SPLIT,41000107,1T MGC DLX COPR 3S -WHT G,41112,1T MAGICOOL DLX COPR 3S -WHITE GOLD
AC,SPLIT,41000106,1.5T 3DC HD COPR 3S SNOW,41111,1.5T 3DCOOL HD COPR 3S -SNOW WHITE
AC,SPLIT,41000104,2.0T 3DC HD 3S -SNOW WHT,41109,2.0T 3DCOOL HD 3S -SNOW WHITE
AC,SPLIT,41000103,1.5T  3DC HD 5S -WINE SLV,41108,1.5T  3DCOOL HD 5S -WINE SILVER
AC,SPLIT,41000102,1.5T  3DC HD 5S -SNOW WHT,41107,1.5T  3DCOOL HD 5S -SNOW WHITE
AC,SPLIT,41000101,1.5T 3DC HD 3S -WINE SLV,41106,1.5T 3DCOOL HD 3S -WINE SILVER
