category,sub_category,category_code,category_description,material_code,material_description
DC,DIRECT COOL,10001392,305 IMPRO PLUS ROY 3S PAL,72665,305 IMPRO PLUS ROY 2S WINE PALM-Z
DC,DIRECT COOL,10001392,305 IMPRO PLUS ROY 3S PAL,72666,305 IMPRO PLUS ROY 2S SAPPHIRE PALM-Z
DC,DIRECT COOL,10001391,305 IMPRO PLUS PRM 3S ALP,72664,305 IMPRO PLUS PRM 2S ALPHA STEEL-Z
DC,DIRECT COOL,10001393,305 IMPRO PLUS ROY 3S ALP,72667,305 IMPRO PLUS ROY 2S ALPHA STEEL-Z
DC,DIRECT COOL,10001454,205 IMPC PRM 3S FIN,72767,205 IMPC PRM 3S WINE
DC,DIRECT COOL,10001454,205 IMPC PRM 3S FIN,72768,205 IMPC PRM 3S PURPLE
DC,DIRECT COOL,10001454,205 IMPC PRM 3S FIN,72769,205 IMPC PRM 3S BLACK
DC,DIRECT COOL,10001455,205 IMPC ROY 3S FIN,72770,205 IMPC ROY 3S WINE
DC,DIRECT COOL,10001455,205 IMPC ROY 3S FIN,72771,205 IMPC ROY 3S PURPLE
DC,DIRECT COOL,10001455,205 IMPC ROY 3S FIN,72772,205 IMPC ROY 3S BLACK
DC,DIRECT COOL,10001456,215 IMPC PRM 2S FIN,72773,215 IMPC PRM 2S WINE
DC,DIRECT COOL,10001509,215 IMPC PRM 2S PURPLE-Z,72876,215 IMPC PRM 2S PURPLE-Z
DC,DIRECT COOL,10001456,215 IMPC PRM 2S FIN,72774,215 IMPC PRM 2S PURPLE
DC,DIRECT COOL,10001456,215 IMPC PRM 2S FIN,72775,215 IMPC PRM 2S BLACK
DC,DIRECT COOL,10001457,215 IMPC ROY 2S FIN,72776,215 IMPC ROY 2S WINE
DC,DIRECT COOL,10001510,215 IMPC ROY 2S PURPLE-Z,72877,215 IMPC ROY 2S PURPLE-Z
DC,DIRECT COOL,10001457,215 IMPC ROY 2S FIN,72777,215 IMPC ROY 2S PURPLE
DC,DIRECT COOL,10001457,215 IMPC ROY 2S FIN,72778,215 IMPC ROY 2S BLACK
DC,DIRECT COOL,10001458,205 IMPC PRM 4S INV FIN,72779,205 IMPC PRM 4S INV WINE
DC,DIRECT COOL,10001458,205 IMPC PRM 4S INV FIN,72780,205 IMPC PRM 4S INV PURPLE
DC,DIRECT COOL,10001458,205 IMPC PRM 4S INV FIN,72781,205 IMPC PRM 4S INV BLACK
DC,DIRECT COOL,10001459,205 IMPC ROY 4S INV FIN,72782,205 IMPC ROY 4S INV WINE
DC,DIRECT COOL,10001459,205 IMPC ROY 4S INV FIN,72783,205 IMPC ROY 4S INV PURPLE
DC,DIRECT COOL,10001459,205 IMPC ROY 4S INV FIN,72784,205 IMPC ROY 4S INV BLACK
DC,DIRECT COOL,10001539,205 IMPC ROY 1S LINNEA,72923,205 IMPC ROY 1S WINE LINNEA
DC,DIRECT COOL,10001471,205 IMPC ROY 1S BLOOM FIN,72801,205 IMPC ROY 1S WINE BLOOM
DC,DIRECT COOL,10001470,205 IMPC ROY 1S HIBISCUS,72800,205 IMPC ROY 1S WINE HIBISCUS
DC,DIRECT COOL,10001468,205 IMPC ROY 1S ABYSS FIN,72798,205 IMPC ROY 1S WINE ABYSS
DC,DIRECT COOL,10001538,205 IMPC ROY 1S RADIANCE,72922,205 IMPC ROY 1S SAPPHIRE RADIANCE
DC,DIRECT COOL,10001470,205 IMPC ROY 1S HIBISCUS,72857,205 IMPC ROY 1S SAPPHIRE HIBISCUS
DC,DIRECT COOL,10001471,205 IMPC ROY 1S BLOOM FIN,72802,205 IMPC ROY 1S SAPPHIRE BLOOM
DC,DIRECT COOL,10001468,205 IMPC ROY 1S ABYSS FIN,72799,205 IMPC ROY 1S SAPPHIRE ABYSS
DC,DIRECT COOL,10001474,215 IMPC PRM 4S INV ABYSS,72807,215 IMPC PRM 4S Inv WINE Abyss
DC,DIRECT COOL,10001473,215 IMPC PRM 4S INV RAIN,72805,215 IMPC PRM 4S Inv WINE Flower Rain
DC,DIRECT COOL,10001472,215 IMPC PRM 4S INV MULIA,72803,215 IMPC PRM 4S Inv WINE MULIA
DC,DIRECT COOL,10001651,215 IMPC PRM 4S INV SAPPH,73104,215 IMPC PRM 4S Inv Sapphire BLOOM-Z
DC,DIRECT COOL,10001575,215 IMPC PRM 4S INV ABYSS,72979,215 IMPC PRM 4S Inv Sapphire Abyss-Z
DC,DIRECT COOL,10001474,215 IMPC PRM 4S INV ABYSS,72808,215 IMPC PRM 4S Inv Sapphire Abyss
DC,DIRECT COOL,10001473,215 IMPC PRM 4S INV RAIN,72806,215 IMPC PRM 4S Inv Sapphire Flower Rain
DC,DIRECT COOL,10001472,215 IMPC PRM 4S INV MULIA,72804,215 IMPC PRM 4S Inv Sapphire MULIA
DC,DIRECT COOL,10001477,215 IMPC ROY 4S INV ABYSS,72813,215 IMPC ROY 4S Inv WINE Abyss
DC,DIRECT COOL,10001476,215 IMPC ROY 4S INV RAIN,72811,215 IMPC ROY 4S Inv WINE Flower Rain
DC,DIRECT COOL,10001475,215 IMPC ROY 4S INV MULIA,72809,215 IMPC ROY 4S Inv WINE MULIA
DC,DIRECT COOL,10001652,215 IMPC ROY 4S INV SAPPH,73105,215 IMPC ROY 4S Inv Sapphire BLOOM-Z
DC,DIRECT COOL,10001576,215 IMPC ROY 4S INV ABYSS,72980,215 IMPC ROY 4S Inv Sapphire Abyss-Z
DC,DIRECT COOL,10001477,215 IMPC ROY 4S INV ABYSS,72814,215 IMPC ROY 4S Inv Sapphire Abyss
DC,DIRECT COOL,10001476,215 IMPC ROY 4S INV RAIN,72812,215 IMPC ROY 4S Inv Sapphire Flower Rain
DC,DIRECT COOL,10001475,215 IMPC ROY 4S INV MULIA,72810,215 IMPC ROY 4S Inv Sapphire MULIA
DC,DIRECT COOL,10001489,200 IMPC PRM 1S ORBIT FIN,72841,200 IMPC PRM 1S WINE ORBIT
DC,DIRECT COOL,10001487,200 IMPC PRM 1S HIBISCUS,72837,200 IMPC PRM 1S WINE HIBISCUS
DC,DIRECT COOL,10001486,200 IMPC PRM 1S BLOOM FIN,72835,200 IMPC PRM 1S WINE BLOOM
DC,DIRECT COOL,10001487,200 IMPC PRM 1S HIBISCUS,72842,200 IMPC PRM 1S SAPPHIRE HIBISCUS
DC,DIRECT COOL,10001486,200 IMPC PRM 1S BLOOM FIN,72836,200 IMPC PRM 1S SAPPHIRE BLOOM
DC,DIRECT COOL,10001496,230 IMPRO PRM 4S FLUME FI,72853,230 IMPRO PRM 4S PURPLE FLUME
DC,DIRECT COOL,10001497,230 IMPRO ROY 4S FLUME FI,72854,230 IMPRO ROY 4S PURPLE FLUME
DC,DIRECT COOL,10001985,205 IMPC PRM 1S SPRING-Y,73581,205 IMPC PRM 1S WINE SPRING-Y
DC,DIRECT COOL,10001972,205 IMPC PRM 1S MULIA-Z,73560,205 IMPC PRM 1S WINE MULIA-Z
DC,DIRECT COOL,10001819,205 IMPC PRM 1S SPRING-Z,73360,205 IMPC PRM 1S WINE SPRING-Z
DC,DIRECT COOL,10001718,205 IMPC PRM 1S ROSELY-Z,73198,205 IMPC PRM 1S WINE ROSELY-Z
DC,DIRECT COOL,10001586,205 IMPC PRM 1S HIBISCUS-,72994,205 IMPC PRM 1S SAPPHIRE HIBISCUS-Z
DC,DIRECT COOL,10001550,205 IMPC PRM 2S BLOOM (T),72942,205 IMPC PRM 2S WINE BLOOM (T)
DC,DIRECT COOL,10001549,205 IMPC PRM 2S RADIANCE,72940,205 IMPC PRM 2S WINE RADIANCE (T)
DC,DIRECT COOL,10001548,205 IMPC PRM 2S LINNEA (T,72937,205 IMPC PRM 2S WINE LINNEA (T)
DC,DIRECT COOL,10001504,205 IMPC PRM 1S BLOOM-Z F,72867,205 IMPC PRM 1S WINE BLOOM-Z
DC,DIRECT COOL,10001503,205 IMPC PRM 1S GLORIA-Z,72864,205 IMPC PRM 1S WINE GLORIA-Z
DC,DIRECT COOL,10001502,205 IMPC PRM 1S LINNEA-Z,72861,205 IMPC PRM 1S WINE LINNEA-Z
DC,DIRECT COOL,10001985,205 IMPC PRM 1S SPRING-Y,73580,205 IMPC PRM 1S SAPPHIRE SPRING-Y
DC,DIRECT COOL,10001972,205 IMPC PRM 1S MULIA-Z,73561,205 IMPC PRM 1S SAPPHIRE MULIA-Z
DC,DIRECT COOL,10001819,205 IMPC PRM 1S SPRING-Z,73361,205 IMPC PRM 1S SAPPHIRE SPRING-Z
DC,DIRECT COOL,10001718,205 IMPC PRM 1S ROSELY-Z,73199,205 IMPC PRM 1S SAPPHIRE ROSELY-Z
DC,DIRECT COOL,10001550,205 IMPC PRM 2S BLOOM (T),72943,205 IMPC PRM 2S SAPPHIRE BLOOM (T)
DC,DIRECT COOL,10001549,205 IMPC PRM 2S RADIANCE,72941,205 IMPC PRM 2S SAPPHIRE RADIANCE (T)
DC,DIRECT COOL,10001548,205 IMPC PRM 2S LINNEA (T,72938,205 IMPC PRM 2S SAPPHIRE LINNEA (T)
DC,DIRECT COOL,10001504,205 IMPC PRM 1S BLOOM-Z F,72868,205 IMPC PRM 1S SAPPHIRE BLOOM-Z
DC,DIRECT COOL,10001503,205 IMPC PRM 1S GLORIA-Z,72865,205 IMPC PRM 1S SAPPHIRE GLORIA-Z
DC,DIRECT COOL,10001502,205 IMPC PRM 1S LINNEA-Z,72862,205 IMPC PRM 1S SAPPHIRE LINNEA-Z
DC,DIRECT COOL,10001548,205 IMPC PRM 2S LINNEA (T,72939,205 IMPC PRM 2S PURPLE LINNEA (T)
DC,DIRECT COOL,10001504,205 IMPC PRM 1S BLOOM-Z F,72869,205 IMPC PRM 1S PURPLE BLOOM-Z
DC,DIRECT COOL,10001503,205 IMPC PRM 1S GLORIA-Z,72866,205 IMPC PRM 1S PURPLE GLORIA-Z
DC,DIRECT COOL,10001502,205 IMPC PRM 1S LINNEA-Z,72863,205 IMPC PRM 1S PURPLE LINNEA-Z
DC,DIRECT COOL,10001533,215 IMPC PRM 1S SHERRY WI,72916,215 IMPC PRM 1S SHERRY WINE
DC,DIRECT COOL,10001505,215 IMPC PRM 1S WINE-Z FI,72870,215 IMPC PRM 1S SHERRY WINE-Z
DC,DIRECT COOL,10001534,215 IMPC ROY 1S SHERRY WI,72917,215 IMPC ROY 1S SHERRY WINE
DC,DIRECT COOL,10001506,215 IMPC ROY 1S WINE-Z FI,72871,215 IMPC ROY 1S SHERRY WINE-Z
DC,DIRECT COOL,10001507,215 IMPC PRM 1S BLOOM-Z F,72872,215 IMPC PRM 1S WINE BLOOM-Z
DC,DIRECT COOL,10001507,215 IMPC PRM 1S BLOOM-Z F,72873,215 IMPC PRM 1S SAPPHIRE BLOOM-Z
DC,DIRECT COOL,10001508,215 IMPC ROY 1S BLOOM-Z F,72874,215 IMPC ROY 1S WINE BLOOM-Z
DC,DIRECT COOL,10001508,215 IMPC ROY 1S BLOOM-Z F,72875,215 IMPC ROY 1S SAPPHIRE BLOOM-Z
DC,DIRECT COOL,10002040,215 IMPRO PRM 3S  INFINIT,73663,215 IMPRO PRM 3S SAPPHIRE INFINITY-Y
DC,DIRECT COOL,10001513,215 IMPRO PRM 3S PEONY-Z,72883,215 IMPRO PRM 3S SAPPHIRE PEONY-Z
DC,DIRECT COOL,10001814,215 IMPRO PRM 3S ANTELIA-,73354,215 IMPRO PRM 3S PURPLE ANTELIA-Z
DC,DIRECT COOL,10001513,215 IMPRO PRM 3S PEONY-Z,72884,215 IMPRO PRM 3S PURPLE PEONY-Z
DC,DIRECT COOL,10002050,215 IMPRO ROY 3S  INFINIT,73677,215 IMPRO ROY 3S SAPPHIRE INFINITY-Y
DC,DIRECT COOL,10001514,215 IMPRO ROY 3S PEONY-Z,72886,215 IMPRO ROY 3S SAPPHIRE PEONY-Z
DC,DIRECT COOL,10001815,215 IMPRO ROY 3S ANTELIA-,73355,215 IMPRO ROY 3S PURPLE ANTELIA-Z
DC,DIRECT COOL,10001514,215 IMPRO ROY 3S PEONY-Z,72887,215 IMPRO ROY 3S PURPLE PEONY-Z
DC,DIRECT COOL,10001637,215 IMPRO PRM 5S INV HIBI,73081,215 IMPRO PRM 5S INV PURPLE HIBISCUS-Z
DC,DIRECT COOL,10001515,215 IMPRO PRM 5S INV PEON,72890,215 IMPRO PRM 5S INV PURPLE PEONY-Z
DC,DIRECT COOL,10001638,215 IMPRO ROY 5S INV HIBI,73084,215 IMPRO ROY 5S INV PURPLE HIBISCUS-Z
DC,DIRECT COOL,10001516,215 IMPRO ROY 5S INV PEON,72893,215 IMPRO ROY 5S INV PURPLE PEONY-Z
DC,DIRECT COOL,10001566,215 IMPRO PRM 5S INV FORE,72964,215 IMPRO PRM 5S INV WINE FOREST-Z
DC,DIRECT COOL,10001517,215 IMPRO PRM 5S INV ANTE,72894,215 IMPRO PRM 5S INV WINE ANTELIA-Z
DC,DIRECT COOL,10001566,215 IMPRO PRM 5S INV FORE,72965,215 IMPRO PRM 5S INV SAPPHIRE FOREST-Z
DC,DIRECT COOL,10001517,215 IMPRO PRM 5S INV ANTE,72895,215 IMPRO PRM 5S INV SAPPHIRE ANTELIA-Z
DC,DIRECT COOL,10001566,215 IMPRO PRM 5S INV FORE,72966,215 IMPRO PRM 5S INV PURPLE FOREST-Z
DC,DIRECT COOL,10001517,215 IMPRO PRM 5S INV ANTE,72896,215 IMPRO PRM 5S INV PURPLE ANTELIA-Z
DC,DIRECT COOL,10001567,215 IMPRO ROY 5S INV FORE,72967,215 IMPRO ROY 5S INV WINE FOREST-Z
DC,DIRECT COOL,10001518,215 IMPRO ROY 5S INV ANTE,72897,215 IMPRO ROY 5S INV WINE ANTELIA-Z
DC,DIRECT COOL,10001567,215 IMPRO ROY 5S INV FORE,72968,215 IMPRO ROY 5S INV SAPPHIRE FOREST-Z
DC,DIRECT COOL,10001518,215 IMPRO ROY 5S INV ANTE,72898,215 IMPRO ROY 5S INV SAPPHIRE ANTELIA-Z
DC,DIRECT COOL,10001567,215 IMPRO ROY 5S INV FORE,72969,215 IMPRO ROY 5S INV PURPLE FOREST-Z
DC,DIRECT COOL,10001518,215 IMPRO ROY 5S INV ANTE,72899,215 IMPRO ROY 5S INV PURPLE ANTELIA-Z
DC,DIRECT COOL,10001521,215 VMPRO PRM 2S MULIA-Z,72902,215 VMPRO PRM 2S WINE MULIA-Z
DC,DIRECT COOL,10001522,215 VMPRO ROY 2S MULIA-Z,72903,215 VMPRO ROY 2S WINE MULIA-Z
DC,DIRECT COOL,10001867,215 VMPRO ROY 3S STEEL-Z,73426,215 VMPRO ROY 3S RADIANT STEEL-Z
DC,DIRECT COOL,10001766,"215 VMPRO ROY 3S MGM, STL",73254,215 VMPRO ROY 3S MAGNUM STEEL-Z
DC,DIRECT COOL,10001524,215 VMPRO ROY 3S INV MGNM,72905,215 VMPRO ROY 3S INV MAGNUM STEEL-Z
DC,DIRECT COOL,10001525,215 VMPRO PRM 4S INV DAFN,72906,215 VMPRO PRM 4S INV WINE DAFNE-Z
DC,DIRECT COOL,10001898,215 VMPRO ROY 4S INV SILK,73460,215 VMPRO ROY 4S Inv WINE SILK-Z
DC,DIRECT COOL,10001526,215 VMPRO ROY 4S INV DAFN,72907,215 VMPRO ROY 4S INV WINE DAFNE-Z
DC,DIRECT COOL,10001527,230 IMPC PRM 3S MULIA-Z,72908,230 IMPC PRM 3S WINE MULIA-Z
DC,DIRECT COOL,10001527,230 IMPC PRM 3S MULIA-Z,72909,230 IMPC PRM 3S SAPPHIRE MULIA-Z
DC,DIRECT COOL,10001528,230 IMPC ROY 3S MULIA-Z,72910,230 IMPC ROY 3S WINE MULIA-Z
DC,DIRECT COOL,10001528,230 IMPC ROY 3S MULIA-Z,72911,230 IMPC ROY 3S SAPPHIRE MULIA-Z
DC,DIRECT COOL,10001540,200 IMPC PRM 2S LINNEA FI,72924,200 IMPC PRM 2S SAPPHIRE LINNEA
DC,DIRECT COOL,10001540,200 IMPC PRM 2S LINNEA FI,72925,200 IMPC PRM 2S PURPLE LINNEA
DC,DIRECT COOL,10001541,200 IMPC ROY 2S LINNEA FI,72926,200 IMPC ROY 2S WINE LINNEA
DC,DIRECT COOL,10001541,200 IMPC ROY 2S LINNEA FI,72927,200 IMPC ROY 2S SAPPHIRE LINNEA
DC,DIRECT COOL,10001541,200 IMPC ROY 2S LINNEA FI,72928,200 IMPC ROY 2S PURPLE LINNEA
DC,DIRECT COOL,10001542,215 IMPC PRM 3S NEO DUTCH,72929,215 IMPC PRM 3S NEO DUTCH
DC,DIRECT COOL,10001543,215 IMPC ROY 3S NEO DUTCH,72930,215 IMPC ROY 3S NEO DUTCH
DC,DIRECT COOL,10002137,230 IMPRO PRM 3S PEONY-Y,73805,230 IMPRO PRM 3S WINE PEONY-Y
DC,DIRECT COOL,10002083,230 IMPRO PRM 3S  SILK-Y,73723,230 IMPRO PRM 3S WINE SILK-Y
DC,DIRECT COOL,10001554,230 IMPRO PRM 3S PEONY-Z,72947,230 IMPRO PRM 3S WINE PEONY-Z
DC,DIRECT COOL,10002083,230 IMPRO PRM 3S  SILK-Y,73722,230 IMPRO PRM 3S SAPPHIRE SILK-Y
DC,DIRECT COOL,10001554,230 IMPRO PRM 3S PEONY-Z,72948,230 IMPRO PRM 3S SAPPHIRE PEONY-Z
DC,DIRECT COOL,10001554,230 IMPRO PRM 3S PEONY-Z,72949,230 IMPRO PRM 3S PURPLE PEONY-Z
DC,DIRECT COOL,10002138,230 IMPRO ROY 3S PEONY-Y,73806,230 IMPRO ROY 3S WINE PEONY-Y
DC,DIRECT COOL,10002091,230 IMPRO ROY 3S  SILK-Y,73736,230 IMPRO ROY 3S WINE SILK-Y
DC,DIRECT COOL,10001556,230 IMPRO ROY 3S PEONY-Z,72951,230 IMPRO ROY 3S WINE PEONY-Z
DC,DIRECT COOL,10002091,230 IMPRO ROY 3S  SILK-Y,73735,230 IMPRO ROY 3S SAPPHIRE SILK-Y
DC,DIRECT COOL,10001556,230 IMPRO ROY 3S PEONY-Z,72952,230 IMPRO ROY 3S SAPPHIRE PEONY-Z
DC,DIRECT COOL,10001556,230 IMPRO ROY 3S PEONY-Z,72953,230 IMPRO ROY 3S PURPLE PEONY-Z
DC,DIRECT COOL,10002011,215 IMPC PRM 3S  ENCHANT-,73622,215 IMPC PRM 3S SAPPHIRE Enchant-Y
DC,DIRECT COOL,10001963,215 IMPC ROY 3S MULIA-Z-G,73542,215 IMPC ROY 3S SAPPHIRE MULIA-Z-GST
DC,DIRECT COOL,10001828,215 IMPC PRM 3S ENCHANT-Z,73377,215 IMPC PRM 3S SAPPHIRE ENCHANT-Z
DC,DIRECT COOL,10001478,215 IMPC PRM 3S MULIA-Z-F,72816,215 IMPC PRM 3S SAPPHIRE MULIA-Z
DC,DIRECT COOL,10001462,215 IMPC PRM 3S MULIA FIN,72790,215 IMPC PRM 3S SAPPHIRE MULIA
DC,DIRECT COOL,10002132,215 IMPC PRM 3S SPRING-Y,73798,215 IMPC PRM 3S SAPPHIRE Spring-Y
DC,DIRECT COOL,10001962,215 IMPC PRM 3S MULIA-Z-G,73541,215 IMPC PRM 3S PURPLE MULIA-Z-GST
DC,DIRECT COOL,10001478,215 IMPC PRM 3S MULIA-Z-F,72758,215 IMPC PRM 3S PURPLE MULIA-Z
DC,DIRECT COOL,10002133,215 IMPC ROY 3S SPRING-Y,73800,215 IMPC ROY 3S SAPPHIRE Spring-Y
DC,DIRECT COOL,10001963,215 IMPC ROY 3S MULIA-Z-G,73543,215 IMPC ROY 3S PURPLE MULIA-Z-GST
DC,DIRECT COOL,10001479,215 IMPC ROY 3S MULIA-Z-F,72759,215 IMPC ROY 3S PURPLE MULIA-Z
DC,DIRECT COOL,10001559,215 IMPRO ROY 4S INV FORE,72957,215 IMPRO ROY 4S Inv WINE FOREST-Z
DC,DIRECT COOL,10001352,215 IMPRO ROY 4S INV SAPP,72596,215 IMPRO ROY 4S Inv SAPPHIRE FOREST-Z
DC,DIRECT COOL,10001558,215 IMPRO PRM 4S INV FORE,72956,215 IMPRO PRM 4S Inv PURPLE FOREST-Z
DC,DIRECT COOL,10001577,205 WDE PRM 5S INV RADIAN,72981,205 WDE PRM 5S Inv SAPPHIRE RADIANCE-Z
DC,DIRECT COOL,10001579,205 WDE ROY 5S INV RADIAN,72985,205 WDE ROY 5S Inv SAPPHIRE RADIANCE-Z
DC,DIRECT COOL,10001883,205 WDE PRM 5S INV SPRING,73444,205 WDE PRM 5S Inv WINE SPRING-Z
DC,DIRECT COOL,10001577,205 WDE PRM 5S INV RADIAN,72982,205 WDE PRM 5S Inv WINE RADIANCE-Z
DC,DIRECT COOL,10002007,205 WDE ROY 5S INV SPRING,73615,205 WDE ROY 5S Inv WINE SPRING-Y
DC,DIRECT COOL,10001884,205 WDE ROY 5S INV SPRING,73445,205 WDE ROY 5S Inv WINE SPRING-Z
DC,DIRECT COOL,10001579,205 WDE ROY 5S INV RADIAN,72986,205 WDE ROY 5S Inv WINE RADIANCE-Z
DC,DIRECT COOL,10001578,205 WDE PRM 5S INV FLWR R,72983,205 WDE PRM 5S Inv SAPPHIRE FLWR RAIN-Z
DC,DIRECT COOL,10001580,205 WDE ROY 5S INV FLWR R,72987,205 WDE ROY 5S Inv SAPPHIRE FLWR RAIN-Z
DC,DIRECT COOL,10001779,205 WDE PRM 5S INV SERENA,73267,205 WDE PRM 5S INV SAPPHIRE SERENA-Z1
DC,DIRECT COOL,10001578,205 WDE PRM 5S INV FLWR R,72984,205 WDE PRM 5S Inv WINE FLOWER RAIN-Z
DC,DIRECT COOL,10001778,205 WDE ROY 5S INV SERENA,73266,205 WDE ROY 5S INV SAPPHIRE SERENA-Z1
DC,DIRECT COOL,10001580,205 WDE ROY 5S INV FLWR R,72988,205 WDE ROY 5S Inv WINE FLOWER RAIN-Z
DC,DIRECT COOL,10002154,205 WDE PRM 5S INV IMPERI,73827,205 WDE PRM 5S Inv IMPERIAL STEEL-Y
DC,DIRECT COOL,10001570,205 WDE PRM 5S INV MGNM S,72974,205 WDE PRM 5S Inv MAGNUM STEEL-Z
DC,DIRECT COOL,10002153,205 WDE ROY 5S INV IMPERI,73826,205 WDE ROY 5S Inv IMPERIAL STEEL-Y
DC,DIRECT COOL,10001571,205 WDE ROY 5S INV MANM S,72975,205 WDE ROY 5S Inv MAGNUM STEEL-Z
DC,DIRECT COOL,10001600,215 IMPRO ROY 5S INV MULI,73145,215 IMPRO ROY 5S INV WINE MULIA-Z
DC,DIRECT COOL,10001600,215 IMPRO ROY 5S INV MULI,73024,215 IMPRO ROY 5S INV SAPPHIRE MULIA-Z
DC,DIRECT COOL,10001598,215 IMPRO PRM 5S INV MULI,73146,g15 IMPRO PRM 5S INV WINE MULIA-Z
DC,DIRECT COOL,10001598,215 IMPRO PRM 5S INV MULI,73021,215 IMPRO PRM 5S INV SAPPHIRE MULIA-Z
DC,DIRECT COOL,10001599,215 IMPRO PRM 5S INV ALPH,73023,215 IMPRO PRM 5S INV ALPHA STEEL-Z
DC,DIRECT COOL,10001601,215 IMPRO ROY 5S INV ALPH,73026,215 IMPRO ROY 5S INV ALPHA STEEL-Z
DC,DIRECT COOL,10001600,215 IMPRO ROY 5S INV MULI,73025,215 IMPRO ROY 5S INV PURPLE MULIA-Z
DC,DIRECT COOL,10001598,215 IMPRO PRM 5S INV MULI,73022,215 IMPRO PRM 5S INV PURPLE MULIA-Z
DC,DIRECT COOL,10002046,215 IMPRO PRM 5S INV  SIL,73673,215 IMPRO PRM 5S INV WINE Silk-Y
DC,DIRECT COOL,10001692,215 IMPRO PRM 5S INV SILK,73160,215 IMPRO PRM 5S INV WINE Silk-Z
DC,DIRECT COOL,10001637,215 IMPRO PRM 5S INV HIBI,73079,215 IMPRO PRM 5S INV WINE HIBISCUS-Z
DC,DIRECT COOL,10001515,215 IMPRO PRM 5S INV PEON,72888,215 IMPRO PRM 5S INV WINE PEONY-Z
DC,DIRECT COOL,10002046,215 IMPRO PRM 5S INV  SIL,73672,215 IMPRO PRM 5S INV SAPPHIRE Silk-Y
DC,DIRECT COOL,10001692,215 IMPRO PRM 5S INV SILK,73161,215 IMPRO PRM 5S INV SAPPHIRE Silk-Z
DC,DIRECT COOL,10001637,215 IMPRO PRM 5S INV HIBI,73080,215 IMPRO PRM 5S INV SAPPHIRE HIBISCUS-Z
DC,DIRECT COOL,10001515,215 IMPRO PRM 5S INV PEON,72889,215 IMPRO PRM 5S INV SAPPHIRE PEONY-Z
DC,DIRECT COOL,10002058,215 IMPRO ROY 5S INV  SIL,73688,215 IMPRO ROY 5S INV SAPPHIRE Silk-Y
DC,DIRECT COOL,10001693,215 IMPRO ROY 5S INV SILK,73163,215 IMPRO ROY 5S INV SAPPHIRE Silk-Z
DC,DIRECT COOL,10001638,215 IMPRO ROY 5S INV HIBI,73083,215 IMPRO ROY 5S INV SAPPHIRE HIBISCUS-Z
DC,DIRECT COOL,10001516,215 IMPRO ROY 5S INV PEON,72892,215 IMPRO ROY 5S INV SAPPHIRE PEONY-Z
DC,DIRECT COOL,10002058,215 IMPRO ROY 5S INV  SIL,73691,215 IMPRO ROY 5S INV WINE Silk-Y
DC,DIRECT COOL,10001693,215 IMPRO ROY 5S INV SILK,73162,215 IMPRO ROY 5S INV WINE Silk-Z
DC,DIRECT COOL,10001638,215 IMPRO ROY 5S INV HIBI,73082,215 IMPRO ROY 5S INV WINE HIBISCUS-Z
DC,DIRECT COOL,10001516,215 IMPRO ROY 5S INV PEON,72891,215 IMPRO ROY 5S INV WINE PEONY-Z
DC,DIRECT COOL,10001613,205 IMPC PRM 4S INV LM ST,73043,205 IMPC PRM 4S Inv LUMINA STEEL-Z1
DC,DIRECT COOL,10001614,205 IMPC ROY 4S INV LM ST,73044,205 IMPC ROY 4S Inv LUMINA STEEL-Z1
DC,DIRECT COOL,10001615,200 IMPC PRM 1S ORBIT-Z F,73045,200 IMPC PRM 1S WINE ORBIT-Z
DC,DIRECT COOL,10001620,205 GNS CLS PLS 1S SHERRY,73052,205 GENIUS CLS PLUS 1S SHERRY WINE-Z
DC,DIRECT COOL,10002044,215 IMPRO PRM 5S INV NEO,73669,215 IMPRO PRM 5S INV Neo dutch-Y
DC,DIRECT COOL,10001653,215 IMPRO PRM 5S INV NEO,73106,215 IMPRO PRM 5S INV NEO DUTCH-Z
DC,DIRECT COOL,10001639,215 IMPRO PRM 5S INV FLUM,73085,215 IMPRO PRM 5S INV WINE FLUME-Z
DC,DIRECT COOL,10001639,215 IMPRO PRM 5S INV FLUM,73086,215 IMPRO PRM 5S INV SAPPHIRE FLUME-Z
DC,DIRECT COOL,10001639,215 IMPRO PRM 5S INV FLUM,73087,215 IMPRO PRM 5S INV PURPLE FLUME-Z
DC,DIRECT COOL,10002056,215 IMPRO ROY 5S INV NEO,73685,215 IMPRO ROY 5S INV Neo dutch-Y
DC,DIRECT COOL,10001654,215 IMPRO ROY 5S INV NEO,73107,215 IMPRO ROY 5S INV NEO DUTCH-Z
DC,DIRECT COOL,10001640,215 IMPRO ROY 5S INV FLUM,73088,215 IMPRO ROY 5S INV WINE FLUME-Z
DC,DIRECT COOL,10001640,215 IMPRO ROY 5S INV FLUM,73089,215 IMPRO ROY 5S INV SAPPHIRE FLUME-Z
DC,DIRECT COOL,10001640,215 IMPRO ROY 5S INV FLUM,73090,215 IMPRO ROY 5S INV PURPLE FLUME-Z
DC,DIRECT COOL,10002023,215 IMPRO GD PRM 3S CRYST,73643,215 IMPRO GD PRM 3S CRYSTAL BLACK-Y
DC,DIRECT COOL,10001900,215 IMPRO GD PRM 3S SILVI,73462,215 IMPRO GD PRM 3S SILVIAA
DC,DIRECT COOL,10001787,215 IMPRO GD PRM 3S CRYTL,73304,215 IMPRO GD PRM 3S CRYSTAL BLACK
